album_popularity,album_id,energy,analysis_url,speechiness,duration,id,title,track_popularity,track_id,acousticness,track_href,artist_id,artist_popularity,danceability,album_release_date,tempo,number,instrumentalness,key,duration_ms,album_name,now_release_date,artist,type,liveness,uri,volume_number,mode,time_signature,loudness,valence
71,4HUUHHXBXImwksfbSPqE7q,0.736,https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY,0.144,228,04KTF78FFg8sOHC1BADqbY,Hot In Herre,62,04KTF78FFg8sOHC1BADqbY,0.218,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,2gBjLmx6zQnFGQJCAQpRgw,78,0.965,2002-01-01,107.07,1.,0,9,228227,Nellyville,"November 19, 2002",Nelly,audio_features,0.0595,spotify:track:04KTF78FFg8sOHC1BADqbY,11,0,4,-5.005,0.912
41,4Gb8Xs87uYNhBwh5wfG7qt,0.869,https://api.spotify.com/v1/audio-analysis/5ZKVNTG7yu7gbX4vryqS2X,0.181,237,5ZKVNTG7yu7gbX4vryqS2X,Nothin',40,5ZKVNTG7yu7gbX4vryqS2X,0.377,https://api.spotify.com/v1/tracks/5ZKVNTG7yu7gbX4vryqS2X,4GMgdB3vwbBOc42hbXEi9p,56,0.781,2002-01-01,97.025,2.,1.2e-06,6,264653,God's Favorite,"November 19, 2002",N.O.R.E.,audio_features,0.301,spotify:track:5ZKVNTG7yu7gbX4vryqS2X,11,1,4,-6.078,0.688
48,4hnjhj3GcyzUDatpKFHQVR,0.826,https://api.spotify.com/v1/audio-analysis/0WgLpgUdThEpA5L5K0SKq7,0.0604,238,0WgLpgUdThEpA5L5K0SKq7,Gangsta Lovin',44,0WgLpgUdThEpA5L5K0SKq7,0.0783,https://api.spotify.com/v1/tracks/0WgLpgUdThEpA5L5K0SKq7,4d3yvTptO48nOYTPBcPFZC,66,0.728,2002-08-27,94.36,3.,0,1,239267,Eve-Olution (Explicit Version),"November 19, 2002",Eve,audio_features,0.101,spotify:track:0WgLpgUdThEpA5L5K0SKq7,11,0,4,-3.763,0.836
42,03i0DCI2eCItJIeuibuE0I,0.656,https://api.spotify.com/v1/audio-analysis/6KUI3A3jmZ0cGLDzOT41lX,0.107,201,6KUI3A3jmZ0cGLDzOT41lX,Feel It Boy,40,6KUI3A3jmZ0cGLDzOT41lX,0.16,https://api.spotify.com/v1/tracks/6KUI3A3jmZ0cGLDzOT41lX,4qwGe91Bz9K2T8jXTZ815W,67,0.842,2002-08-20,102.794,4.,0,5,207133,Tropical Storm,"November 19, 2002",Janet Jackson,audio_features,0.0626,spotify:track:6KUI3A3jmZ0cGLDzOT41lX,11,0,4,-3.189,0.951
46,4TLa2puXCWfOXc8AyvSpBn,0.853,https://api.spotify.com/v1/audio-analysis/0C2GT6MXWGRo7PIeeFq9zu,0.0688,218,0C2GT6MXWGRo7PIeeFq9zu,Days Go By,44,0C2GT6MXWGRo7PIeeFq9zu,0.0499,https://api.spotify.com/v1/tracks/0C2GT6MXWGRo7PIeeFq9zu,2IkHcHKErbWa0TA14yHkbl,46,0.786,2002-07-22,126.99,5.,0.0872,9,432147,Dirty Vegas,"November 19, 2002",Dirty Vegas,audio_features,0.35,spotify:track:0C2GT6MXWGRo7PIeeFq9zu,11,0,4,-8.274,0.314
64,4WzTXHp8bVKkKNu3UQ2Fqu,0.778,https://api.spotify.com/v1/audio-analysis/6ua8mbyHXTHpAmGyGpFAS2,0.0436,236,6ua8mbyHXTHpAmGyGpFAS2,Love At First Sight,41,6ua8mbyHXTHpAmGyGpFAS2,0.024,https://api.spotify.com/v1/tracks/6ua8mbyHXTHpAmGyGpFAS2,4RVnAU35WRWra6OZ3CbbMA,69,0.603,2001-10-01,124.999,6.,0.0461,3,237933,Fever,"November 19, 2002",Kylie Minogue,audio_features,0.049,spotify:track:6ua8mbyHXTHpAmGyGpFAS2,11,0,4,-6.037,0.521
73,4DyMK9x2gnmRkRa16zHaEV,0.864,https://api.spotify.com/v1/audio-analysis/36YNa8joLwu9yor2TkZbIY,0.0677,218,36YNa8joLwu9yor2TkZbIY,Objection (Tango),52,36YNa8joLwu9yor2TkZbIY,0.0147,https://api.spotify.com/v1/tracks/36YNa8joLwu9yor2TkZbIY,0EmeFodog0BfCgMzAIvKQp,89,0.603,2001-11-12,179.344,7.,0,11,222533,Laundry Service,"November 19, 2002",Shakira,audio_features,0.0246,spotify:track:36YNa8joLwu9yor2TkZbIY,11,0,4,-5.282,0.693
70,5fSlrmZPalwAAQDwu6shK2,0.73,https://api.spotify.com/v1/audio-analysis/6wFemJ1Oh4gnTalNKgtvBg,0.0812,247,6wFemJ1Oh4gnTalNKgtvBg,Underneath It All,50,6wFemJ1Oh4gnTalNKgtvBg,0.247,https://api.spotify.com/v1/tracks/6wFemJ1Oh4gnTalNKgtvBg,0cQbJU1aAzvbEmTuljWLlF,69,0.727,2003-01-01,138.177,8.,0,4,302040,The Singles Collection,"November 19, 2002",No Doubt,audio_features,0.39,spotify:track:6wFemJ1Oh4gnTalNKgtvBg,11,1,4,-4.731,0.869
50,0O2W33XX2nB11ZZp7rW4UN,0.836,https://api.spotify.com/v1/audio-analysis/3iTlLjwv0KNfQdadx7vNWl,0.0387,198,3iTlLjwv0KNfQdadx7vNWl,BareNaked - Video Version,50,3iTlLjwv0KNfQdadx7vNWl,0.0225,https://api.spotify.com/v1/tracks/3iTlLjwv0KNfQdadx7vNWl,2BZDbnjUHnL2XAPgkdqTpb,45,0.579,2002-09-26,161.973,9.,0,7,222173,BareNaked,"November 19, 2002",Jennifer Love Hewitt,audio_features,0.0372,spotify:track:3iTlLjwv0KNfQdadx7vNWl,11,1,4,-4.646,0.731
65,2uHUZLZ8AJ7KjtUb3ogQt1,0.679,https://api.spotify.com/v1/audio-analysis/38A0qlAEbx9kP2StogKH00,0.0319,238,38A0qlAEbx9kP2StogKH00,Ordinary Day,42,38A0qlAEbx9kP2StogKH00,0.261,https://api.spotify.com/v1/tracks/38A0qlAEbx9kP2StogKH00,5ILrArfIV0tMURcHJN8Q07,66,0.395,2011-01-04,185.421,10.,0,0,238520,Best Of,"November 19, 2002",Vanessa Carlton,audio_features,0.187,spotify:track:38A0qlAEbx9kP2StogKH00,11,1,3,-4.254,0.434
70,31St5diPbTZoCjOwWXSMWD,0.4,https://api.spotify.com/v1/audio-analysis/65nCVhtlWYUzNvcM1MYp4l,0.0273,226,65nCVhtlWYUzNvcM1MYp4l,Landslide,58,65nCVhtlWYUzNvcM1MYp4l,0.569,https://api.spotify.com/v1/tracks/65nCVhtlWYUzNvcM1MYp4l,25IG9fa7cbdmCIy3OnuH57,69,0.574,2010,146.018,11.,6.19e-06,2,228480,The Essential Dixie Chicks,"November 19, 2002",Dixie Chicks,audio_features,0.164,spotify:track:65nCVhtlWYUzNvcM1MYp4l,11,1,4,-8.387,0.506
,,,,,272,,I Care 4 U,,,,,,,,,,12.,,,,,"November 19, 2002",Aaliyah,,,,11,,,,
61,3t4OgAvvOzvXw8D2NHUeDR,0.573,https://api.spotify.com/v1/audio-analysis/6De63WRULDaa1fxOyLilnv,0.0547,239,6De63WRULDaa1fxOyLilnv,Stingy,42,6De63WRULDaa1fxOyLilnv,0.26,https://api.spotify.com/v1/tracks/6De63WRULDaa1fxOyLilnv,7r8RF1tN2A4CiGEplkp1oP,69,0.622,2003-04-08,127.132,13.,0,1,259493,The Senior,"November 19, 2002",Ginuwine,audio_features,0.173,spotify:track:6De63WRULDaa1fxOyLilnv,11,0,4,-6.934,0.627
77,1JvoMzqg04nC29gam4Qaiq,0.198,https://api.spotify.com/v1/audio-analysis/6ybViy2qrO9sIi41EgRJgx,0.028,183,6ybViy2qrO9sIi41EgRJgx,Don't Know Why,68,6ybViy2qrO9sIi41EgRJgx,0.883,https://api.spotify.com/v1/tracks/6ybViy2qrO9sIi41EgRJgx,2Kx7MNY7cI1ENniW7vT30N,75,0.732,2002-02-26,88.174,14.,1.1e-05,5,186147,Come Away With Me,"November 19, 2002",Norah Jones,audio_features,0.0659,spotify:track:6ybViy2qrO9sIi41EgRJgx,11,1,4,-11.775,0.636
52,4JLTenJ9u07tFnk3On1ypa,0.843,https://api.spotify.com/v1/audio-analysis/779ooI3rBd0CLqCiiJmtVo,0.0364,190,779ooI3rBd0CLqCiiJmtVo,Hero (feat. Josey Scott),52,779ooI3rBd0CLqCiiJmtVo,0.00216,https://api.spotify.com/v1/tracks/779ooI3rBd0CLqCiiJmtVo,7fJYw1vK9yWb8o51I8qHin,55,0.427,2003,147.387,15.,0,4,200480,Hero (feat. Josey Scott),"November 19, 2002",Chad Kroeger,audio_features,0.179,spotify:track:779ooI3rBd0CLqCiiJmtVo,11,1,3,-4.54,0.297
56,31WICFGGJBKetL5NZG5nbg,0.803,https://api.spotify.com/v1/audio-analysis/1qmgCnDLFJfhU4wCBSTpKe,0.0437,178,1qmgCnDLFJfhU4wCBSTpKe,Running Away,41,1qmgCnDLFJfhU4wCBSTpKe,0.000728,https://api.spotify.com/v1/tracks/1qmgCnDLFJfhU4wCBSTpKe,2MqhkhX4npxDZ62ObR5ELO,67,0.39,2001-11-20,103.544,16.,2.55e-06,9,178360,Hoobastank,"November 19, 2002",Hoobastank,audio_features,0.2,spotify:track:1qmgCnDLFJfhU4wCBSTpKe,11,0,3,-5.192,0.532
83,0RHX9XECH8IVI3LNgWDpmQ,0.587,https://api.spotify.com/v1/audio-analysis/2nvC4i2aMo4CzRjRflysah,0.0278,226,2nvC4i2aMo4CzRjRflysah,In My Place,63,2nvC4i2aMo4CzRjRflysah,0.0565,https://api.spotify.com/v1/tracks/2nvC4i2aMo4CzRjRflysah,4gzpq5DPGxSnKTe4SA8HAU,91,0.425,2002-08-08,144.642,17.,5.16e-06,9,226680,A Rush Of Blood To The Head,"November 19, 2002",Coldplay,audio_features,0.298,spotify:track:2nvC4i2aMo4CzRjRflysah,11,1,4,-5.453,0.198
61,2ENlJXygQX6en4iziijet6,0.689,https://api.spotify.com/v1/audio-analysis/42T2QQv3xgBlpQxaSP7lnK,0.0337,237,42T2QQv3xgBlpQxaSP7lnK,One Last Breath,54,42T2QQv3xgBlpQxaSP7lnK,0.00809,https://api.spotify.com/v1/tracks/42T2QQv3xgBlpQxaSP7lnK,43sZBwHjahUvgbx1WNIkIz,67,0.388,2001-01-01,126.362,18.,0.000946,2,238240,Weathered,"November 19, 2002",Creed,audio_features,0.348,spotify:track:42T2QQv3xgBlpQxaSP7lnK,11,1,4,-5.834,0.199
51,6jno7QiWnaOHtMiZctBJBd,0.746,https://api.spotify.com/v1/audio-analysis/6fQJg7MdQssgZJDhTJtFtd,0.0318,250,6fQJg7MdQssgZJDhTJtFtd,Somewhere Out There,45,6fQJg7MdQssgZJDhTJtFtd,0.000563,https://api.spotify.com/v1/tracks/6fQJg7MdQssgZJDhTJtFtd,1lqW59DUEKqvcHc8mVWBtH,54,0.388,2002-05-17,159.675,19.,0,1,251333,Gravity,"November 19, 2002",Our Lady Peace,audio_features,0.0719,spotify:track:6fQJg7MdQssgZJDhTJtFtd,11,1,4,-5.306,0.455
33,5cTYruu8mOG2dQGAXpBdiS,0.492,https://api.spotify.com/v1/audio-analysis/3BWqnnbApzo0Djm6PuxjCs,0.0284,177,3BWqnnbApzo0Djm6PuxjCs,I Wish Everyday Could Be Like Christmas,33,3BWqnnbApzo0Djm6PuxjCs,0.0467,https://api.spotify.com/v1/tracks/3BWqnnbApzo0Djm6PuxjCs,58lV9VcRSjABbAbfWS6skp,78,0.333,2011-12-13,183.404,20.,0,9,267267,I Wish Everyday Could Be Like Christmas,"November 19, 2002",Bon Jovi,audio_features,0.281,spotify:track:3BWqnnbApzo0Djm6PuxjCs,11,1,3,-10.746,0.503
67,5hf74KpfuwSJXVs85k3dVI,0.905,https://api.spotify.com/v1/audio-analysis/3VZQshi4COChhXaz7cLP02,0.0289,153,3VZQshi4COChhXaz7cLP02,I Love It (feat. Charli XCX) - Original Version,67,3VZQshi4COChhXaz7cLP02,0.00855,https://api.spotify.com/v1/tracks/3VZQshi4COChhXaz7cLP02,1VBflYyxBhnDc9uVib98rw,72,0.714,2012-06-19,125.927,1.,2.55e-05,8,155337,I Love It,"August 6, 2013",Icona Pop,audio_features,0.146,spotify:track:3VZQshi4COChhXaz7cLP02,47,1,4,-2.663,0.824
68,41br7lBSZOr9RjJAjk0om6,0.512,https://api.spotify.com/v1/audio-analysis/2JZKXgq5zsokN01KWyiY6n,0.0503,276,2JZKXgq5zsokN01KWyiY6n,Mirrors,65,2JZKXgq5zsokN01KWyiY6n,0.234,https://api.spotify.com/v1/tracks/2JZKXgq5zsokN01KWyiY6n,31TPClRtHm23RisEBtV3X7,86,0.574,2013-03-15,76.899,2.,0,5,484147,The 20/20 Experience,"August 6, 2013",Justin Timberlake,audio_features,0.0946,spotify:track:2JZKXgq5zsokN01KWyiY6n,47,0,4,-6.664,0.51
52,5zNSlhQEOYZeWAhcOVnxJL,0.731,https://api.spotify.com/v1/audio-analysis/6XXCvIN94wOQBnyfcx8q3I,0.0385,199,6XXCvIN94wOQBnyfcx8q3I,#Beautiful,52,6XXCvIN94wOQBnyfcx8q3I,0.467,https://api.spotify.com/v1/tracks/6XXCvIN94wOQBnyfcx8q3I,4iHNK0tOyZPYnBU7nGAgpQ,80,0.669,2013-05-07,107.015,3.,2.28e-05,4,202640,#Beautiful,"August 6, 2013",Mariah Carey,audio_features,0.174,spotify:track:6XXCvIN94wOQBnyfcx8q3I,47,1,4,-7.347,0.485
58,3tzEqPHGtSXywFQoAtYMia,0.792,https://api.spotify.com/v1/audio-analysis/7Gkphzdh5ouurEt7JT49Yu,0.0512,230,7Gkphzdh5ouurEt7JT49Yu,Come & Get It,58,7Gkphzdh5ouurEt7JT49Yu,0.00946,https://api.spotify.com/v1/tracks/7Gkphzdh5ouurEt7JT49Yu,0C8ZW7ezQVs4URX5aX7Kqx,87,0.523,2013-01-01,80.142,4.,0.000108,7,231733,Come & Get It,"August 6, 2013",Selena Gomez,audio_features,0.0639,spotify:track:7Gkphzdh5ouurEt7JT49Yu,47,0,4,-4.125,0.576
78,6htgf3qv7vGcsdxLCDxKp8,0.799,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,0.0638,186,4G8gkOterJn0Ywt6uhqbhp,Radioactive,71,4G8gkOterJn0Ywt6uhqbhp,0.126,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,53XhwfbYqKCa1cC15pYq2q,86,0.478,2012-01-01,136.268,5.,0.000106,9,186813,Night Visions,"August 6, 2013",Imagine Dragons,audio_features,0.76,spotify:track:4G8gkOterJn0Ywt6uhqbhp,47,1,4,-3.614,0.201
86,58ufpQsJ1DS5kq4hhzQDiI,0.28,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,0.0434,211,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,77,0nJW01T7XtvILxQgC5J7Wh,0.932,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,0du5cEVh5yTK9QJze8zA0C,93,0.612,2012-12-07,72.795,6.,0,0,213827,Unorthodox Jukebox,"August 6, 2013",Bruno Mars,audio_features,0.088,spotify:track:0nJW01T7XtvILxQgC5J7Wh,47,1,4,-8.648,0.4
60,3eXbGItoetZbAKx5gxKcq8,0.522,https://api.spotify.com/v1/audio-analysis/1wVcLKdJ4AFKPhKucNvEpy,0.036,270,1wVcLKdJ4AFKPhKucNvEpy,Beneath Your Beautiful,58,1wVcLKdJ4AFKPhKucNvEpy,0.228,https://api.spotify.com/v1/tracks/1wVcLKdJ4AFKPhKucNvEpy,2feDdbD5araYcm6JhFHHw7,80,0.558,2012,83.977,7.,0,2,271813,Beneath Your Beautiful,"August 6, 2013",Labrinth,audio_features,0.104,spotify:track:1wVcLKdJ4AFKPhKucNvEpy,47,1,4,-5.857,0.249
67,7juWTdmjo0vYywWu8HiQxs,0.776,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,0.0783,267,60wwxj6Dd9NJlirf84wr2c,Clarity,64,60wwxj6Dd9NJlirf84wr2c,0.0371,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,2qxJFvFYMEDqd7ui6kSAcq,84,0.514,2012-01-01,127.975,8.,0,8,271427,Clarity,"August 6, 2013",Zedd,audio_features,0.0735,spotify:track:60wwxj6Dd9NJlirf84wr2c,47,1,4,-3.393,0.208
81,7w19PFbxAjwZ7UVNp9z0uT,0.869,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,0.0483,230,05SBRd4fXgn8FX7bf8BCAE,I Need Your Love,68,05SBRd4fXgn8FX7bf8BCAE,0.41,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,7CajNmpbOovFoOoasH2HaY,88,0.695,2012-10-26,124.989,9.,0,8,234507,18 Months,"August 6, 2013",Calvin Harris,audio_features,0.237,spotify:track:05SBRd4fXgn8FX7bf8BCAE,47,1,4,-5.066,0.572
74,4PeZu0It7qVrTG40t3HM9A,0.836,https://api.spotify.com/v1/audio-analysis/5FljCWR0cys07PQ9277GTz,0.1,225,5FljCWR0cys07PQ9277GTz,The Other Side,55,5FljCWR0cys07PQ9277GTz,0.0525,https://api.spotify.com/v1/tracks/5FljCWR0cys07PQ9277GTz,07YZf4WDAMNwqr4jfgOZ8y,82,0.561,2013-09-10,127.923,10.,0,9,226987,Talk Dirty,"August 6, 2013",Jason Derulo,audio_features,0.136,spotify:track:5FljCWR0cys07PQ9277GTz,47,1,4,-3.939,0.516
72,0gT5HL6RnvHBxJ2gY7lidR,0.706,https://api.spotify.com/v1/audio-analysis/2Qu4snHWjiF1bIIggf3R8i,0.0433,229,2Qu4snHWjiF1bIIggf3R8i,Crazy Kids,54,2Qu4snHWjiF1bIIggf3R8i,0.0141,https://api.spotify.com/v1/tracks/2Qu4snHWjiF1bIIggf3R8i,6LqNN22kT3074XbTVUrhzX,76,0.742,2012-11-30,128.03,11.,0.00568,0,230747,Warrior (Deluxe Version),"August 6, 2013",Kesha,audio_features,0.133,spotify:track:2Qu4snHWjiF1bIIggf3R8i,47,0,4,-4.6,0.486
57,0ADeebtY9ygMEZkuEuTAUu,0.448,https://api.spotify.com/v1/audio-analysis/2sCl0FFOzZSmYZs90zOpd1,0.112,125,2sCl0FFOzZSmYZs90zOpd1,Cups (Pitch Perfect’s “When I’m Gone”),57,2sCl0FFOzZSmYZs90zOpd1,0.0582,https://api.spotify.com/v1/tracks/2sCl0FFOzZSmYZs90zOpd1,6xfqnpe2HnLVUaYXs2F8YS,73,0.886,2013-03-26,129.966,12.,0.00658,0,126880,Cups (Pitch Perfect’s “When I’m Gone”),"August 6, 2013",Anna Kendrick,audio_features,0.035,spotify:track:2sCl0FFOzZSmYZs90zOpd1,47,1,4,-8.866,0.735
70,3WrufJir7I61NkvkDwxero,0.821,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,0.0325,190,6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,67,6Z8R6UsFuGXGtiIxiD8ISb,0.000194,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,4gwpcMTbLWtBUlOijbVpuu,68,0.656,2013,117.948,13.,0.00232,0,192790,In A Tidal Wave Of Mystery (Deluxe Edition),"August 6, 2013",Capital Cities,audio_features,0.101,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,47,1,5,-4.838,0.773
70,6Kssm2LosQ0WyLukFZkEG5,0.801,https://api.spotify.com/v1/audio-analysis/1V6gIisPpYqgFeWbMLI0bA,0.0757,208,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,61,1V6gIisPpYqgFeWbMLI0bA,0.0781,https://api.spotify.com/v1/tracks/1V6gIisPpYqgFeWbMLI0bA,6S2OmqARrzebs0tKUEyXyp,80,0.503,2013-01-01,173.937,14.,0,8,210840,Demi,"August 6, 2013",Demi Lovato,audio_features,0.248,spotify:track:1V6gIisPpYqgFeWbMLI0bA,47,1,4,-4.735,0.535
,,,,,227,,22,,,,,,,,,,15.,,,,,"August 6, 2013",Taylor Swift,,,,47,,,,
71,512J2VIGOTP50qp5MNEUyG,0.876,https://api.spotify.com/v1/audio-analysis/1rdreHH1v6kyrx2mFQvLR4,0.0946,217,1rdreHH1v6kyrx2mFQvLR4,Here's to Never Growing Up,62,1rdreHH1v6kyrx2mFQvLR4,0.011,https://api.spotify.com/v1/tracks/1rdreHH1v6kyrx2mFQvLR4,0p4nmQO2msCgU4IF37Wi3j,76,0.487,2013-11-06,164.997,16.,0,0,214320,Avril Lavigne,"August 6, 2013",Avril Lavigne,audio_features,0.401,spotify:track:1rdreHH1v6kyrx2mFQvLR4,47,1,4,-3.152,0.723
77,1yOcLa4euMk9sV7rRJ89Dl,0.869,https://api.spotify.com/v1/audio-analysis/2CFCY18NgxHc2tuJGgRE7e,0.0842,192,2CFCY18NgxHc2tuJGgRE7e,This Is the New Year,39,2CFCY18NgxHc2tuJGgRE7e,0.0118,https://api.spotify.com/v1/tracks/2CFCY18NgxHc2tuJGgRE7e,5xKp3UyavIBUsGy3DQdXeF,71,0.457,2014-01-17,77.123,17.,0,11,194973,Is There Anybody Out There?,"August 6, 2013",A Great Big World,audio_features,0.223,spotify:track:2CFCY18NgxHc2tuJGgRE7e,47,1,4,-5.928,0.142
36,6ljqZKDSeQIDr4HfsVkA6r,0.805,https://api.spotify.com/v1/audio-analysis/2q2IvYjfidmDUXag3batKZ,0.0478,245,2q2IvYjfidmDUXag3batKZ,Glowing,36,2q2IvYjfidmDUXag3batKZ,0.00184,https://api.spotify.com/v1/tracks/2q2IvYjfidmDUXag3batKZ,1IYSbgNotSayG9ypffJi11,30,0.614,2012-12-04,126.008,18.,0,5,248293,Glowing,"August 6, 2013",Nikki Williams,audio_features,0.118,spotify:track:2q2IvYjfidmDUXag3batKZ,47,0,4,-4.041,0.37
37,0fYP4edmDYLGWOznDWvgBw,0.66,https://api.spotify.com/v1/audio-analysis/00t74gkRAMw83w6GGiAZHw,0.0314,213,00t74gkRAMw83w6GGiAZHw,Take Me Home,33,00t74gkRAMw83w6GGiAZHw,0.0172,https://api.spotify.com/v1/tracks/00t74gkRAMw83w6GGiAZHw,4zkg0pRNAYeYLFEVcVrvA5,33,0.666,2013-12-10,109.056,19.,0,11,213983,Midnight Red EP,"August 6, 2013",Midnight Red,audio_features,0.109,spotify:track:00t74gkRAMw83w6GGiAZHw,47,0,4,-6.391,0.57
74,5IenxFp0vpnXBUxPcwJtbE,0.791,https://api.spotify.com/v1/audio-analysis/6FE2iI43OZnszFLuLtvvmg,0.124,175,6FE2iI43OZnszFLuLtvvmg,Classic,71,6FE2iI43OZnszFLuLtvvmg,0.0384,https://api.spotify.com/v1/tracks/6FE2iI43OZnszFLuLtvvmg,2l35CQqtYRh3d8ZIiBep4v,69,0.72,2012,102.071,20.,0,1,175427,MKTO,"August 6, 2013",MKTO,audio_features,0.157,spotify:track:6FE2iI43OZnszFLuLtvvmg,47,1,4,-4.689,0.767
67,5qf9TEgsN87fxwEKsJP2vu,0.848,https://api.spotify.com/v1/audio-analysis/5MeZ3VxmtSv1O8PcekvLTn,0.0922,216,5MeZ3VxmtSv1O8PcekvLTn,Boom Boom Pow,60,5MeZ3VxmtSv1O8PcekvLTn,0.151,https://api.spotify.com/v1/tracks/5MeZ3VxmtSv1O8PcekvLTn,1yxSLGMDHlW21z4YXirZDS,78,0.868,2011-02-08,130.115,1.,0.000843,9,251427,The Beginning & The Best Of The E.N.D.,"June 30, 2009",The Black Eyed Peas,audio_features,0.136,spotify:track:5MeZ3VxmtSv1O8PcekvLTn,31,1,4,-6.049,0.345
66,2vBLKFrI1rZqB7VtGxcsR5,0.672,https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP,0.0551,204,3GpbwCm3YxiWDvy29Uo3vP,Right Round - US,63,3GpbwCm3YxiWDvy29Uo3vP,0.009,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,0jnsk9HBra6NMjO2oANoPY,84,0.72,2009-03-30,124.986,2.,0,7,204640,R.O.O.T.S. (Route Of Overcoming The Struggle),"June 30, 2009",Flo Rida,audio_features,0.232,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,31,1,4,-6.852,0.72
76,4yHr095BMG5I3IRH4ToE5l,0.828,https://api.spotify.com/v1/audio-analysis/3OT3Kg4jyVkdZm4Ncz6JgX,0.0714,236,3OT3Kg4jyVkdZm4Ncz6JgX,Poker Face,66,3OT3Kg4jyVkdZm4Ncz6JgX,0.136,https://api.spotify.com/v1/tracks/3OT3Kg4jyVkdZm4Ncz6JgX,1HY2Jd0NmPuamShAr6KMms,86,0.848,2009-01-01,119.0,3.,1.35e-06,8,237213,The Fame Monster (Deluxe),"June 30, 2009",Lady Gaga,audio_features,0.114,spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX,31,0,4,-4.557,0.804
70,00zN65JStpVnpJn9ckMsQI,0.731,https://api.spotify.com/v1/audio-analysis/5RzFJd6W40SDTyZkX6xx45,0.159,182,5RzFJd6W40SDTyZkX6xx45,I Know You Want Me (Calle Ocho),67,5RzFJd6W40SDTyZkX6xx45,0.0133,https://api.spotify.com/v1/tracks/5RzFJd6W40SDTyZkX6xx45,0TnOYISbd1XYRBk9myaseg,86,0.82,2009-08-28,127.076,4.,1.94e-05,9,237120,Pitbull Starring In Rebelution,"June 30, 2009",Pitbull,audio_features,0.131,spotify:track:5RzFJd6W40SDTyZkX6xx45,31,1,4,-6.02,0.805
59,4Tk1gvdwy7TL3Ma2s9iZ9f,0.614,https://api.spotify.com/v1/audio-analysis/08uGhvS5MfBk7crUCpnjva,0.103,261,08uGhvS5MfBk7crUCpnjva,Blame It,55,08uGhvS5MfBk7crUCpnjva,0.0782,https://api.spotify.com/v1/tracks/08uGhvS5MfBk7crUCpnjva,7LnaAXbDVIL75IVPnndf7w,72,0.673,2008-12-11,176.052,5.,0,7,289747,Intuition,"June 30, 2009",Jamie Foxx,audio_features,0.139,spotify:track:08uGhvS5MfBk7crUCpnjva,31,1,4,-5.426,0.383
76,68E0atuSszPQYckBQ6cQnv,0.746,https://api.spotify.com/v1/audio-analysis/1k2NovMHKHhgGsHxg0aYAS,0.259,232,1k2NovMHKHhgGsHxg0aYAS,Dead And Gone - feat. Justin Timberlake,64,1k2NovMHKHhgGsHxg0aYAS,0.0402,https://api.spotify.com/v1/tracks/1k2NovMHKHhgGsHxg0aYAS,4OBJLual30L7gRl5UkeRcT,81,0.713,2008-09-08,135.021,6.,0,0,299747,Paper Trail,"June 30, 2009",T.I.,audio_features,0.601,spotify:track:1k2NovMHKHhgGsHxg0aYAS,31,1,4,-4.99,0.452
75,47y3PbX8oIDCkYAFylCJz0,0.446,https://api.spotify.com/v1/audio-analysis/5FEXPoPnzueFJQCPRIrC3c,0.0635,220,5FEXPoPnzueFJQCPRIrC3c,Day 'N' Nite (nightmare) - Original,68,5FEXPoPnzueFJQCPRIrC3c,0.503,https://api.spotify.com/v1/tracks/5FEXPoPnzueFJQCPRIrC3c,0fA0VVWsXO9YnASrzqfmYu,83,0.878,2009-01-01,138.035,7.,6.32e-06,11,221267,Man On The Moon: The End Of Day,"June 30, 2009",Kid Cudi,audio_features,0.117,spotify:track:5FEXPoPnzueFJQCPRIrC3c,31,0,4,-6.362,0.815
